User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
3251,476,Shoes,H&M,Women's Fashion,70.0,3.9073,White,XL
1590,489,Dress,Adidas,Men's Fashion,37.0,3.1375,Black,M
2602,939,Jeans,H&M,Men's Fashion,93.0,5.0,White,M
863,595,T-shirt,Gucci,Women's Fashion,96.0,3.5249,Blue,S
290,397,Shoes,Zara,Kids' Fashion,94.0,2.0599,White,XL
2770,43,T-shirt,Adidas,Men's Fashion,39.0,3.3259,White,M
3489,805,Dress,H&M,Men's Fashion,84.0,4.2006,Blue,XL
2867,461,Shoes,Zara,Kids' Fashion,93.0,1.278,Red,M
3236,857,Dress,H&M,Men's Fashion,93.0,4.8889,Blue,M
193,807,Jeans,Zara,Men's Fashion,31.0,2.6146,Blue,S
137,520,Dress,Zara,Men's Fashion,13.0,3.3308,Red,L
588,828,Sweater,H&M,Women's Fashion,29.0,4.0237,Green,S
1333,942,Shoes,Adidas,Men's Fashion,49.0,1.6654,Green,L
20,764,Dress,H&M,Women's Fashion,30.0,2.1321,Black,M
4117,353,Sweater,Nike,Women's Fashion,78.0,3.6377,Blue,M
1505,456,Shoes,Gucci,Men's Fashion,14.0,5.0,Blue,M
4180,649,T-shirt,Gucci,Women's Fashion,76.0,3.1798,Red,S
2937,824,Shoes,Zara,Women's Fashion,17.0,1.6464,White,L
4912,371,Dress,Nike,Women's Fashion,33.0,1.3229,White,XL
56,532,Shoes,Zara,Men's Fashion,21.0,2.8947,Blue,L
4491,723,T-shirt,Nike,Men's Fashion,97.0,2.0241,White,S
4817,962,Shoes,Adidas,Women's Fashion,97.0,3.7057,Green,L
1269,789,Jeans,Nike,Women's Fashion,99.0,3.2609,Yellow,XL
1712,623,Shoes,Adidas,Kids' Fashion,62.0,2.4029,Green,L
1168,328,Jeans,Adidas,Kids' Fashion,12.0,1.622,Blue,L
997,352,Dress,H&M,Men's Fashion,71.0,1.9263,Green,XL
3009,922,Jeans,Gucci,Men's Fashion,45.0,4.574,Green,L
1831,784,Sweater,Zara,Men's Fashion,46.0,3.8442,White,M
2298,534,Dress,Adidas,Kids' Fashion,94.0,4.7611,Yellow,M
4491,34,Jeans,H&M,Men's Fashion,80.0,4.918,Black,S
2363,320,Sweater,H&M,Kids' Fashion,86.0,4.6474,Yellow,L
3790,65,Shoes,H&M,Kids' Fashion,33.0,3.4612,Yellow,XL
921,141,Jeans,Nike,Women's Fashion,28.0,5.0,Yellow,L
4779,362,Jeans,Adidas,Men's Fashion,15.0,2.0806,Red,S
4564,499,Dress,Adidas,Kids' Fashion,93.0,2.6399,White,L
3951,856,Jeans,Gucci,Women's Fashion,93.0,2.1865,Green,XL
2361,804,T-shirt,Zara,Kids' Fashion,91.0,2.9609,Black,M
2642,378,T-shirt,Nike,Men's Fashion,45.0,4.5645,Red,S
3638,778,Dress,Nike,Kids' Fashion,80.0,4.2978,White,L
4682,182,Jeans,Zara,Men's Fashion,68.0,5.0,Yellow,L
21,444,Dress,Nike,Men's Fashion,31.0,1.5048,White,XL
1969,89,Dress,Gucci,Men's Fashion,66.0,4.4926,White,L
3403,16,Dress,Adidas,Women's Fashion,27.0,1.935,Blue,S
3568,762,Jeans,Nike,Kids' Fashion,50.0,5.0,Blue,XL
2471,913,Shoes,Gucci,Kids' Fashion,56.0,5.0,Black,S
1872,428,T-shirt,Gucci,Kids' Fashion,34.0,2.53,Green,M
1471,971,Shoes,H&M,Men's Fashion,45.0,3.3304,Green,XL
4547,274,Dress,Adidas,Women's Fashion,18.0,2.0433,Red,S
4062,566,Dress,Gucci,Kids' Fashion,80.0,3.8185,White,M
3044,526,Jeans,Zara,Women's Fashion,70.0,3.8543,Red,L
137,244,Sweater,Zara,Women's Fashion,85.0,3.684,Blue,XL
1239,432,Jeans,H&M,Kids' Fashion,55.0,2.1585,Blue,L
2072,792,Sweater,Adidas,Kids' Fashion,88.0,4.8423,Yellow,XL
2931,266,Jeans,Gucci,Kids' Fashion,62.0,2.5677,White,XL
3721,408,Sweater,H&M,Men's Fashion,62.0,3.5243,White,L
154,693,Shoes,Nike,Men's Fashion,62.0,3.5776,Green,L
2343,354,Dress,Gucci,Men's Fashion,74.0,3.8294,Red,M
1127,884,Dress,Zara,Men's Fashion,51.0,2.4643,Green,L
4912,353,Sweater,Nike,Women's Fashion,78.0,3.7316,Blue,M
1480,19,Shoes,Gucci,Women's Fashion,54.0,3.5937,White,M
1055,883,Shoes,Nike,Kids' Fashion,49.0,2.8769,Yellow,L
3561,514,Dress,Adidas,Kids' Fashion,47.0,3.237,White,M
4937,938,T-shirt,Gucci,Kids' Fashion,100.0,4.2647,Blue,S
3739,733,Sweater,Adidas,Women's Fashion,75.0,4.3076,Black,M
3650,561,Shoes,Zara,Men's Fashion,96.0,5.0,Yellow,M
3534,462,Dress,Zara,Women's Fashion,34.0,2.3184,Yellow,M
3842,424,Shoes,Adidas,Women's Fashion,45.0,3.2928,Yellow,M
1962,329,Jeans,Nike,Women's Fashion,56.0,4.0745,Blue,XL
1955,527,T-shirt,Nike,Kids' Fashion,31.0,3.594,Yellow,M
880,585,Jeans,Adidas,Women's Fashion,68.0,3.8841,Yellow,M
2121,505,Dress,Zara,Women's Fashion,75.0,2.4614,Black,S
658,845,Sweater,Gucci,Men's Fashion,92.0,2.6344,Green,M
693,438,T-shirt,Adidas,Kids' Fashion,86.0,5.0,Yellow,XL
4072,983,Dress,Zara,Men's Fashion,50.0,4.0611,Red,XL
608,580,Shoes,Adidas,Men's Fashion,92.0,3.9051,Green,S
1858,931,Dress,Zara,Kids' Fashion,73.0,3.9433,Blue,XL
4733,577,T-shirt,H&M,Women's Fashion,66.0,2.1272,White,M
3520,462,Dress,Zara,Women's Fashion,34.0,2.5643,Yellow,M
2316,949,T-shirt,Zara,Kids' Fashion,96.0,4.6251,Green,M
3204,686,Jeans,H&M,Women's Fashion,75.0,3.7979,Green,M
4993,242,Dress,H&M,Men's Fashion,52.0,4.4194,Green,M
912,852,Jeans,H&M,Kids' Fashion,83.0,4.2067,Red,XL
1523,285,Sweater,Nike,Women's Fashion,80.0,3.8895,Yellow,L
4177,607,T-shirt,Nike,Women's Fashion,55.0,2.0591,Yellow,S
2102,120,T-shirt,H&M,Men's Fashion,12.0,2.9114,Green,M
2713,39,Jeans,Adidas,Men's Fashion,90.0,2.6644,Yellow,M
37,185,Sweater,Gucci,Men's Fashion,34.0,2.5382,Yellow,L
4593,190,Sweater,Zara,Kids' Fashion,32.0,4.7706,Yellow,XL
1997,659,Shoes,Zara,Women's Fashion,21.0,1.68,White,M
1573,186,Jeans,Adidas,Men's Fashion,56.0,2.8457,Blue,L
64,642,T-shirt,Gucci,Kids' Fashion,22.0,4.8493,Black,S
823,59,Dress,Nike,Kids' Fashion,93.0,4.2858,Blue,M
3713,842,Jeans,Adidas,Men's Fashion,44.0,3.3381,White,XL
2739,429,Shoes,Gucci,Women's Fashion,94.0,3.6667,Black,XL
1570,450,Shoes,Nike,Kids' Fashion,59.0,4.6127,Black,XL
3790,946,Sweater,H&M,Women's Fashion,15.0,2.3787,Red,S
3236,214,Dress,Adidas,Women's Fashion,98.0,1.5971,Yellow,XL
1773,769,Sweater,Zara,Men's Fashion,28.0,5.0,White,S
2880,902,Shoes,Gucci,Women's Fashion,40.0,4.3632,Black,XL
393,244,Sweater,Zara,Women's Fashion,85.0,3.6238,Blue,XL
1087,703,Shoes,Gucci,Men's Fashion,21.0,4.6782,Blue,S
1425,542,Dress,Adidas,Men's Fashion,92.0,4.3499,Red,S
3910,623,Shoes,Adidas,Kids' Fashion,62.0,2.4396,Green,L
1955,9,Sweater,H&M,Men's Fashion,53.0,5.0,Green,XL
2651,528,Shoes,Zara,Men's Fashion,33.0,3.3814,Black,M
2444,27,T-shirt,Adidas,Kids' Fashion,72.0,4.4123,Red,L
4701,604,T-shirt,Gucci,Men's Fashion,10.0,4.3408,Yellow,S
4242,457,Jeans,Gucci,Women's Fashion,36.0,2.8534,Green,M
3160,291,Dress,H&M,Women's Fashion,64.0,4.567,White,XL
2947,226,Sweater,H&M,Men's Fashion,16.0,2.2133,Green,XL
2691,602,Sweater,Zara,Women's Fashion,11.0,4.7458,White,L
868,594,Sweater,Nike,Kids' Fashion,86.0,3.7258,Yellow,S
2130,425,Jeans,Nike,Men's Fashion,96.0,4.0385,Blue,XL
718,365,T-shirt,Nike,Men's Fashion,16.0,3.6478,White,L
3478,836,Jeans,Gucci,Women's Fashion,21.0,5.0,White,L
3783,585,Jeans,Adidas,Women's Fashion,68.0,4.1972,Yellow,M
1980,585,Jeans,Adidas,Women's Fashion,68.0,3.899,Yellow,M
3567,4,Shoes,Zara,Men's Fashion,23.0,1.0,White,S
4633,264,Dress,Gucci,Women's Fashion,55.0,4.3617,White,XL
1596,135,Dress,Adidas,Kids' Fashion,14.0,3.8336,Blue,L
3998,326,Jeans,Zara,Men's Fashion,20.0,4.1858,Green,L
2309,22,Jeans,Gucci,Women's Fashion,89.0,4.0666,Green,L
4359,499,Dress,Adidas,Kids' Fashion,93.0,3.2992,White,L
10,852,Jeans,H&M,Kids' Fashion,83.0,3.4675,Red,XL
3143,845,Sweater,Gucci,Men's Fashion,92.0,1.7351,Green,M
547,930,T-shirt,Adidas,Women's Fashion,31.0,3.4377,White,M
3928,416,Sweater,H&M,Women's Fashion,92.0,3.1379,Blue,S
2945,977,T-shirt,Nike,Men's Fashion,91.0,5.0,Red,XL
2142,800,T-shirt,H&M,Men's Fashion,38.0,5.0,Red,S
4153,406,Shoes,Nike,Men's Fashion,54.0,1.4544,Black,L
4508,232,Jeans,Zara,Men's Fashion,49.0,1.491,Red,S
390,961,Jeans,Nike,Women's Fashion,40.0,1.9552,White,L
1573,286,T-shirt,H&M,Kids' Fashion,13.0,3.6018,White,XL
4781,97,Jeans,Gucci,Men's Fashion,52.0,4.0101,Green,L
1791,394,T-shirt,Gucci,Men's Fashion,56.0,3.9489,Yellow,M
4002,559,Shoes,Gucci,Women's Fashion,10.0,4.9735,Red,XL
1183,588,T-shirt,Gucci,Kids' Fashion,24.0,3.5855,White,S
4891,698,Sweater,Zara,Men's Fashion,85.0,2.1991,White,XL
2539,704,T-shirt,Adidas,Kids' Fashion,38.0,5.0,Green,M
1655,638,Sweater,Adidas,Men's Fashion,22.0,5.0,White,M
1194,504,Sweater,Zara,Men's Fashion,22.0,2.7409,Black,XL
49,154,Dress,Zara,Men's Fashion,11.0,2.6036,Blue,L
29,652,Jeans,Zara,Kids' Fashion,74.0,1.0,Yellow,L
4754,266,Jeans,Gucci,Kids' Fashion,62.0,1.6656,White,XL
2398,833,Sweater,H&M,Kids' Fashion,82.0,2.016,Yellow,L
4703,521,T-shirt,Adidas,Men's Fashion,19.0,3.8309,White,M
4128,902,Shoes,Gucci,Women's Fashion,40.0,3.333,Black,XL
1281,814,Sweater,Zara,Women's Fashion,48.0,3.7627,Yellow,XL
1044,1000,Shoes,Adidas,Women's Fashion,79.0,2.8285,White,L
466,76,Jeans,Adidas,Women's Fashion,39.0,3.0061,Black,XL
2111,532,Shoes,Zara,Men's Fashion,21.0,2.5762,Blue,L
1866,16,Dress,Adidas,Women's Fashion,27.0,1.5372,Blue,S
3696,297,Sweater,Gucci,Kids' Fashion,14.0,2.0555,Blue,XL
4498,395,Shoes,Nike,Women's Fashion,14.0,3.0129,Yellow,M
93,982,Jeans,Nike,Kids' Fashion,11.0,4.8268,Green,S
1279,94,Shoes,Zara,Women's Fashion,21.0,3.6553,Yellow,XL
1409,679,Jeans,Adidas,Kids' Fashion,19.0,1.2545,Yellow,L
3587,897,Jeans,H&M,Women's Fashion,22.0,4.7589,White,S
2560,172,Jeans,Zara,Women's Fashion,32.0,5.0,Yellow,M
2782,286,T-shirt,H&M,Kids' Fashion,13.0,4.1381,White,XL
3882,125,Sweater,H&M,Kids' Fashion,56.0,4.9905,Green,L
4667,548,Sweater,Zara,Kids' Fashion,65.0,2.3757,Red,M
118,388,T-shirt,H&M,Men's Fashion,86.0,4.8417,Green,M
3143,482,Dress,Gucci,Women's Fashion,97.0,3.6418,Yellow,M
1066,692,Dress,Nike,Women's Fashion,39.0,5.0,Red,XL
4810,620,Sweater,Nike,Kids' Fashion,37.0,3.6964,White,XL
523,681,Shoes,Zara,Kids' Fashion,24.0,3.6921,Black,L
721,490,T-shirt,Nike,Men's Fashion,41.0,1.6588,Green,L
1407,829,Dress,Adidas,Men's Fashion,19.0,4.4984,Black,XL
292,342,Sweater,Zara,Women's Fashion,27.0,4.5761,Yellow,S
4648,600,T-shirt,Adidas,Men's Fashion,97.0,2.2878,Yellow,M
599,82,Dress,H&M,Kids' Fashion,31.0,5.0,Blue,S
2241,586,Sweater,Nike,Kids' Fashion,99.0,3.4459,Yellow,M
3469,195,Shoes,Zara,Kids' Fashion,60.0,3.9693,White,L
4991,2,Shoes,H&M,Women's Fashion,82.0,4.6559,Black,L
2208,710,Sweater,Zara,Men's Fashion,58.0,3.1061,Red,S
4407,884,Dress,Zara,Men's Fashion,51.0,3.1197,Green,L
137,437,Shoes,Gucci,Men's Fashion,96.0,3.6819,Green,XL
3238,836,Jeans,Gucci,Women's Fashion,21.0,4.4374,White,L
100,301,Shoes,Adidas,Kids' Fashion,93.0,2.2852,Yellow,M
2668,886,Dress,Gucci,Men's Fashion,27.0,4.3827,Blue,M
2920,907,T-shirt,Adidas,Men's Fashion,27.0,1.822,Yellow,L
1991,797,Sweater,H&M,Kids' Fashion,62.0,1.4678,Red,XL
4017,527,T-shirt,Nike,Kids' Fashion,31.0,4.436,Yellow,M
1637,66,Sweater,H&M,Kids' Fashion,59.0,4.7301,Red,XL
4922,392,T-shirt,Zara,Men's Fashion,53.0,3.6727,White,S
4325,827,Shoes,Nike,Women's Fashion,92.0,2.1389,Red,XL
4616,819,T-shirt,Zara,Men's Fashion,41.0,3.5126,White,XL
3260,881,Shoes,H&M,Men's Fashion,20.0,3.6354,Red,XL
942,701,Jeans,Nike,Women's Fashion,17.0,2.5535,Blue,XL
4384,14,Dress,Zara,Women's Fashion,34.0,3.2544,White,L
1832,574,Jeans,Gucci,Women's Fashion,92.0,4.1266,Black,L
4927,159,Jeans,Nike,Kids' Fashion,50.0,2.2068,Green,S
3947,55,Sweater,Adidas,Kids' Fashion,76.0,2.3007,Red,S
1526,543,Jeans,Gucci,Men's Fashion,86.0,3.781,Yellow,M
1184,774,Dress,H&M,Men's Fashion,94.0,3.0502,White,L
333,129,T-shirt,Zara,Women's Fashion,85.0,2.9902,Yellow,M
4683,978,T-shirt,Zara,Men's Fashion,98.0,4.2957,Black,M
3504,658,Jeans,Adidas,Women's Fashion,40.0,4.9085,Green,L
3319,942,Shoes,Adidas,Men's Fashion,49.0,1.8237,Green,L
2291,628,Sweater,Nike,Women's Fashion,64.0,3.8708,Red,S
2226,280,Dress,Gucci,Kids' Fashion,19.0,3.7299,White,XL
2136,907,T-shirt,Adidas,Men's Fashion,27.0,1.1985,Yellow,L
2976,928,Sweater,Adidas,Kids' Fashion,10.0,5.0,Black,L
3587,876,Dress,Nike,Kids' Fashion,82.0,1.1487,Green,M
121,137,Dress,Gucci,Kids' Fashion,90.0,2.8854,Green,S
2190,95,Shoes,Gucci,Women's Fashion,58.0,2.5269,Blue,S
2282,4,Shoes,Zara,Men's Fashion,23.0,1.9232,White,S
1577,982,Jeans,Nike,Kids' Fashion,11.0,5.0,Green,S
409,713,Jeans,Gucci,Men's Fashion,75.0,4.5034,Blue,XL
3931,762,Jeans,Nike,Kids' Fashion,50.0,5.0,Blue,XL
653,949,T-shirt,Zara,Kids' Fashion,96.0,3.8052,Green,M
3817,445,Sweater,H&M,Kids' Fashion,74.0,4.8321,Yellow,L
2442,748,Sweater,Zara,Kids' Fashion,45.0,4.3422,Red,S
480,469,Dress,Nike,Women's Fashion,95.0,5.0,Yellow,XL
832,713,Jeans,Gucci,Men's Fashion,75.0,5.0,Blue,XL
2237,420,Jeans,Adidas,Men's Fashion,81.0,4.8649,White,M
3939,652,Jeans,Zara,Kids' Fashion,74.0,1.4716,Yellow,L
4318,760,Jeans,Nike,Women's Fashion,57.0,4.2256,Green,S
3280,723,T-shirt,Nike,Men's Fashion,97.0,1.3279,White,S
1442,535,Jeans,Nike,Women's Fashion,87.0,1.6655,Red,L
2002,52,Dress,Nike,Kids' Fashion,59.0,3.567,Red,S
1144,950,T-shirt,Zara,Men's Fashion,86.0,2.4767,Green,L
479,263,Jeans,Zara,Men's Fashion,71.0,4.0319,Yellow,XL
4394,131,T-shirt,H&M,Men's Fashion,50.0,3.6663,Blue,M
1656,231,Dress,Zara,Women's Fashion,33.0,4.7266,Red,L
591,48,T-shirt,Gucci,Kids' Fashion,10.0,2.1771,Green,M
3180,551,Jeans,H&M,Women's Fashion,83.0,4.7649,Blue,M
3165,1000,Shoes,Adidas,Women's Fashion,79.0,3.9748,White,L
3403,171,Jeans,Nike,Men's Fashion,42.0,2.6289,Blue,S
4211,62,T-shirt,Nike,Men's Fashion,66.0,2.1686,Blue,L
909,235,Shoes,Zara,Women's Fashion,50.0,2.3273,Green,L
469,389,T-shirt,Zara,Women's Fashion,91.0,2.6656,White,XL
237,943,Jeans,Gucci,Kids' Fashion,71.0,5.0,Blue,L
3040,272,Dress,Nike,Kids' Fashion,95.0,2.4328,White,M
3699,353,Sweater,Nike,Women's Fashion,78.0,3.7285,Blue,M
420,77,Sweater,H&M,Kids' Fashion,90.0,3.1796,Blue,L
2195,822,T-shirt,Gucci,Kids' Fashion,48.0,4.7665,Green,XL
2999,127,Shoes,Zara,Women's Fashion,47.0,5.0,Yellow,M
393,673,T-shirt,Gucci,Kids' Fashion,83.0,2.0385,Yellow,M
377,10,T-shirt,Zara,Kids' Fashion,55.0,3.7233,White,XL
4026,24,Jeans,Zara,Women's Fashion,15.0,3.2986,Yellow,XL
1522,1000,Shoes,Adidas,Women's Fashion,79.0,4.157,White,L
1954,445,Sweater,H&M,Kids' Fashion,74.0,5.0,Yellow,L
4261,215,T-shirt,Adidas,Men's Fashion,49.0,3.4391,Yellow,S
343,8,Sweater,Zara,Kids' Fashion,64.0,4.858,Blue,XL
2429,570,T-shirt,Adidas,Women's Fashion,54.0,1.2172,Black,S
462,591,Jeans,Gucci,Women's Fashion,97.0,3.0893,White,M
3796,541,Jeans,Nike,Women's Fashion,17.0,3.1881,Green,S
4695,77,Sweater,H&M,Kids' Fashion,90.0,2.5949,Blue,L
2709,344,Dress,Nike,Kids' Fashion,44.0,4.2587,Blue,L
358,865,Jeans,Gucci,Women's Fashion,80.0,2.3067,Yellow,M
2363,63,Jeans,Zara,Kids' Fashion,55.0,4.4735,White,L
1484,63,Jeans,Zara,Kids' Fashion,55.0,3.6272,White,L
79,945,Jeans,Gucci,Kids' Fashion,58.0,1.9402,Red,L
4825,531,Dress,H&M,Women's Fashion,45.0,3.4399,Green,L
3563,815,Sweater,Zara,Women's Fashion,16.0,3.3854,Black,S
59,999,T-shirt,Zara,Women's Fashion,68.0,2.981,Blue,S
1077,780,T-shirt,Gucci,Kids' Fashion,89.0,2.0458,Blue,XL
1486,227,Dress,Adidas,Kids' Fashion,20.0,5.0,Red,S
2863,532,Shoes,Zara,Men's Fashion,21.0,1.7886,Blue,L
2505,268,Jeans,Adidas,Kids' Fashion,22.0,3.6712,Yellow,L
3904,209,Dress,H&M,Women's Fashion,30.0,1.9083,Black,XL
17,212,T-shirt,Adidas,Women's Fashion,71.0,4.3572,White,S
2854,861,Shoes,Gucci,Men's Fashion,98.0,4.899,White,XL
1751,880,Sweater,Zara,Kids' Fashion,48.0,1.5275,White,L
4482,439,Jeans,Zara,Men's Fashion,20.0,2.4174,White,XL
3768,697,T-shirt,Nike,Women's Fashion,99.0,5.0,Green,L
1758,584,T-shirt,Gucci,Women's Fashion,17.0,3.5219,Black,S
1773,277,Dress,H&M,Kids' Fashion,49.0,2.4333,White,M
1576,176,Dress,H&M,Kids' Fashion,91.0,1.8241,Red,XL
4851,438,T-shirt,Adidas,Kids' Fashion,86.0,5.0,Yellow,XL
1833,293,Sweater,Nike,Men's Fashion,96.0,2.6004,Black,XL
1323,124,Sweater,H&M,Men's Fashion,62.0,1.0,Black,L
1267,247,Shoes,Zara,Women's Fashion,72.0,2.6743,White,S
1960,762,Jeans,Nike,Kids' Fashion,50.0,3.4767,Blue,XL
3637,75,Dress,H&M,Women's Fashion,86.0,3.9873,Blue,S
2121,225,Dress,Nike,Men's Fashion,61.0,3.0124,Yellow,S
3303,8,Sweater,Zara,Kids' Fashion,64.0,4.7027,Blue,XL
2056,602,Sweater,Zara,Women's Fashion,11.0,4.9263,White,L
247,181,Shoes,H&M,Kids' Fashion,80.0,4.9636,Black,L
2915,653,Dress,Gucci,Kids' Fashion,17.0,5.0,Red,L
2831,809,Jeans,Adidas,Men's Fashion,22.0,4.7443,White,XL
129,646,Sweater,Zara,Men's Fashion,36.0,3.0612,Green,M
1706,761,Dress,H&M,Men's Fashion,92.0,2.8069,Black,L
2971,560,Dress,Adidas,Women's Fashion,99.0,1.7825,Red,XL
1756,829,Dress,Adidas,Men's Fashion,19.0,5.0,Black,XL
53,793,T-shirt,Zara,Kids' Fashion,82.0,1.8148,Black,XL
510,349,Dress,Adidas,Kids' Fashion,97.0,3.9825,White,XL
2574,362,Jeans,Adidas,Men's Fashion,15.0,2.76,Red,S
4007,581,Sweater,Zara,Men's Fashion,83.0,4.9738,Red,L
2684,745,Sweater,Zara,Men's Fashion,40.0,4.3456,Blue,L
87,153,Shoes,Nike,Kids' Fashion,31.0,2.7277,Black,S
432,703,Shoes,Gucci,Men's Fashion,21.0,3.3017,Blue,S
3479,278,Jeans,Gucci,Men's Fashion,98.0,3.8606,Black,L
1270,785,T-shirt,H&M,Men's Fashion,57.0,1.6969,Red,S
4265,914,T-shirt,H&M,Kids' Fashion,46.0,4.5218,Red,L
3547,642,T-shirt,Gucci,Kids' Fashion,22.0,4.8602,Black,S
3950,914,T-shirt,H&M,Kids' Fashion,46.0,5.0,Red,L
3335,568,Sweater,Gucci,Kids' Fashion,20.0,4.4865,Red,L
432,270,Sweater,Adidas,Kids' Fashion,60.0,5.0,Blue,XL
4344,975,Dress,Zara,Men's Fashion,19.0,2.5222,Black,L
165,132,Sweater,Adidas,Women's Fashion,10.0,3.1762,White,M
1293,707,Dress,Adidas,Women's Fashion,68.0,4.7016,Green,M
1695,805,Dress,H&M,Men's Fashion,84.0,3.622,Blue,XL
4289,146,Shoes,Adidas,Women's Fashion,53.0,3.6737,Yellow,M
3694,738,Jeans,H&M,Men's Fashion,100.0,1.2196,Blue,L
3578,470,T-shirt,Adidas,Kids' Fashion,34.0,4.7596,Blue,S
78,810,Jeans,Zara,Kids' Fashion,39.0,1.852,Black,M
4300,372,Dress,Nike,Men's Fashion,41.0,1.9559,White,S
3083,938,T-shirt,Gucci,Kids' Fashion,100.0,3.1531,Blue,S
4875,875,Jeans,Adidas,Kids' Fashion,52.0,4.025,Black,L
87,401,Jeans,Gucci,Women's Fashion,93.0,4.5192,Green,S
1549,227,Dress,Adidas,Kids' Fashion,20.0,5.0,Red,S
2739,117,Dress,Zara,Kids' Fashion,75.0,4.4515,White,M
1689,655,T-shirt,Zara,Men's Fashion,33.0,1.8065,Black,S
140,294,Dress,H&M,Women's Fashion,89.0,4.531,White,XL
158,177,Sweater,Nike,Kids' Fashion,12.0,4.4529,Yellow,M
2890,551,Jeans,H&M,Women's Fashion,83.0,4.7015,Blue,M
4117,653,Dress,Gucci,Kids' Fashion,17.0,5.0,Red,L
3892,771,T-shirt,Zara,Men's Fashion,82.0,1.5449,Red,XL
2882,827,Shoes,Nike,Women's Fashion,92.0,2.0629,Red,XL
4389,757,Shoes,Gucci,Kids' Fashion,61.0,3.0419,Black,L
1858,771,T-shirt,Zara,Men's Fashion,82.0,1.1277,Red,XL
2346,177,Sweater,Nike,Kids' Fashion,12.0,4.6088,Yellow,M
1258,477,Sweater,Nike,Men's Fashion,30.0,1.9785,Black,S
4106,331,T-shirt,Adidas,Kids' Fashion,25.0,2.515,Black,S
3159,157,Dress,Adidas,Women's Fashion,67.0,5.0,Yellow,S
4277,29,Shoes,Gucci,Women's Fashion,85.0,5.0,Yellow,M
183,856,Jeans,Gucci,Women's Fashion,93.0,3.0143,Green,XL
1387,110,Sweater,Gucci,Women's Fashion,33.0,5.0,Blue,XL
3219,781,Sweater,Nike,Men's Fashion,85.0,4.9026,Green,L
1855,28,Shoes,Zara,Women's Fashion,32.0,3.6577,Yellow,L
2154,331,T-shirt,Adidas,Kids' Fashion,25.0,3.9037,Black,S
935,766,Jeans,Zara,Men's Fashion,40.0,4.1001,Green,M
4701,702,Shoes,Gucci,Kids' Fashion,58.0,5.0,Blue,L
348,940,T-shirt,Gucci,Kids' Fashion,77.0,4.3707,White,XL
4865,861,Shoes,Gucci,Men's Fashion,98.0,5.0,White,XL
332,507,T-shirt,Zara,Women's Fashion,85.0,4.0787,White,XL
3842,261,Dress,Zara,Men's Fashion,49.0,3.0555,Yellow,S
1273,723,T-shirt,Nike,Men's Fashion,97.0,1.8079,White,S
4900,839,Dress,Nike,Kids' Fashion,68.0,2.3092,Blue,S
3667,415,Jeans,H&M,Kids' Fashion,41.0,3.1106,Yellow,L
2601,711,Jeans,Adidas,Men's Fashion,34.0,3.4629,Red,M
85,561,Shoes,Zara,Men's Fashion,96.0,4.2783,Yellow,M
682,694,T-shirt,Adidas,Kids' Fashion,51.0,2.1036,Red,L
3901,585,Jeans,Adidas,Women's Fashion,68.0,3.4807,Yellow,M
1153,338,Sweater,Nike,Women's Fashion,70.0,1.6727,Blue,S
1455,692,Dress,Nike,Women's Fashion,39.0,4.8239,Red,XL
3072,169,Shoes,Zara,Men's Fashion,98.0,1.0,Black,XL
840,199,T-shirt,Zara,Women's Fashion,15.0,5.0,Black,M
4462,102,Sweater,Gucci,Kids' Fashion,19.0,5.0,Red,S
575,770,T-shirt,H&M,Kids' Fashion,14.0,4.9176,Yellow,S
3774,505,Dress,Zara,Women's Fashion,75.0,1.1723,Black,S
4250,494,Sweater,Zara,Kids' Fashion,82.0,4.3045,Green,M
2504,325,T-shirt,Nike,Men's Fashion,91.0,2.7311,Black,XL
1136,784,Sweater,Zara,Men's Fashion,46.0,2.877,White,M
885,928,Sweater,Adidas,Kids' Fashion,10.0,5.0,Black,L
3001,736,T-shirt,Adidas,Men's Fashion,94.0,3.9573,White,L
3278,81,T-shirt,Nike,Women's Fashion,66.0,2.1513,Green,S
292,733,Sweater,Adidas,Women's Fashion,75.0,4.361,Black,M
2157,503,Sweater,Adidas,Kids' Fashion,16.0,4.6276,White,XL
572,515,Dress,Nike,Kids' Fashion,64.0,4.6948,White,S
4130,717,Sweater,Nike,Women's Fashion,34.0,4.3498,Yellow,M
4989,655,T-shirt,Zara,Men's Fashion,33.0,3.5111,Black,S
4349,914,T-shirt,H&M,Kids' Fashion,46.0,4.9114,Red,L
3299,19,Shoes,Gucci,Women's Fashion,54.0,4.2114,White,M
3260,615,T-shirt,Nike,Kids' Fashion,67.0,3.6049,Red,L
2359,962,Shoes,Adidas,Women's Fashion,97.0,2.8703,Green,L
3279,993,Shoes,H&M,Women's Fashion,33.0,4.2049,Yellow,S
1200,893,Shoes,H&M,Kids' Fashion,76.0,1.8357,Red,S
2460,609,Sweater,Adidas,Kids' Fashion,75.0,5.0,Red,S
3389,541,Jeans,Nike,Women's Fashion,17.0,1.5906,Green,S
1131,288,Sweater,Nike,Men's Fashion,38.0,1.6951,Black,M
3233,74,Dress,Zara,Women's Fashion,68.0,2.5633,White,XL
2388,862,Sweater,Adidas,Kids' Fashion,14.0,2.5074,Blue,S
4665,656,Jeans,Nike,Men's Fashion,79.0,4.0963,White,M
1937,707,Dress,Adidas,Women's Fashion,68.0,4.0401,Green,M
